rank,name,establishment_means
species,Ficus villosa,NA
species,Gmelina asiatica,NA
species,Hoya diversifolia,NA
genus,Hornstedtia,NA
species,Lasia spinosa,NA
species,Aloe pluridens,NA
species,Deltophora glandiferella,NA
species,Bachelotia antillarum,NA
species,Brachymeria tegularis,NA
species,Phyllanthus cuscutiflorus,NA
species,Platycerium grande,NA
species,Ruellia affinis,NA
species,Spathoglottis kimballiana,NA
species,Stigmaphyllon ciliatum,NA
species,Telosma cordata,NA
species,Thyrsostachys siamensis,NA
species,Trevesia burckii,NA
species,Hymenocallis caribaea,NA
species,Jacaranda cuspidifolia,NA
species,Karomia tettensis,NA
species,Monocostus uniflorus,NA
species,Ophiopogon intermedius,NA
species,Passiflora amethystina,NA
species,Peperomia clusiifolia,NA
species,Crateva religiosa,NA
species,Diospyros malabarica,NA
species,Dracaena cochinchinensis,NA
species,Glandularia tenera,NA
species,Grevillea baileyana,NA
species,Gymnostoma nobile,NA
species,Hemigraphis repanda,NA
species,Anemopaegma chamberlaynii,NA
species,Artabotrys hexapetalus,NA
species,Artocarpus nitidus,NA
species,Aspidistra lurida,NA
species,Begonia masoniana,NA
species,Carphalea kirondron,NA
genus,Chloranthus,NA
species,Chlorophytum laxum,NA
species,Oulactis muscosa,NA
species,Hibiscus taiwanensis,NA
species,Heliconius telesiphe,NA
species,Dactyliosolen fragilissimus,NA
species,Guinardia delicatula,NA
species,Gonyaulax spinifera,NA
species,Eurya japonica,NA
species,Crinum macowanii,NA
species,Uncarina leandrii,NA
species,Mascarenhasia arborescens,NA
species,Chaetopsis massyla,NA
species,Hypolimnas antevorta,NA
species,Pylaisia selwynii,NA
species,Rosa dumalis,NA
species,Protoperidinium steinii,NA
species,Plumeria tuberculata,NA
species,Plumeria cubensis,NA
species,Litsea coreana,NA
species,Melampus olivaceus,NA
species,Stellaria aquatica,introduced
species,Crescentia portoricensis,NA
species,Harrisia portoricensis,NA
genus,Chondria,NA
species,Diastrophus cuscutaeformis,NA
species,Persicaria microcephala,NA
species,Eupteryx decemnotata,introduced
species,Acokanthera oppositifolia,NA
species,Acokanthera oblongifolia,NA
species,Adenium swazicum,NA
species,Alocasia clypeolata,NA
species,Anthurium veitchii,NA
species,Ardisia sieboldii,NA
species,Bletia florida,introduced
species,Catalpa longissima,NA
species,Conostomium natalense,NA
species,Crinodendron patagua,NA
species,Cubanola domingensis,NA
species,Solanum abutiloides,NA
species,Eucryphia moorei,NA
species,Eugenia luschnathiana,NA
species,Ficus krishnae,NA
species,Ficus subcordata,NA
species,Firmiana colorata,NA
species,Freycinetia cumingiana,NA
species,Garcinia spicata,NA
species,Hoya archboldiana,NA
species,Justicia adhatoda,NA
species,Kalanchoe millotii,NA
species,Kalanchoe uniflora,NA
species,Kopsia pruniformis,NA
species,Lapageria rosea,NA
species,Lonicera heckrottii,NA
species,Lotus berthelotii,NA
species,Mandevilla amabilis,NA
species,Moringa ovalifolia,NA
species,Muehlenbeckia sagittifolia,NA
species,Myrciaria vexator,NA
species,Nemesia fruticans,NA
genus,Operculicarya,NA
species,Oxera pulchella,NA
species,Pavonia praemorsa,NA
species,Peperomia polybotrya,NA
species,Philodendron pinnatifidum,NA
species,Phyllanthus arbuscula,NA
species,Portlandia coccinea,NA
species,Posoqueria longiflora,NA
species,Psychopsis papilio,NA
species,Rhododendron laetum,NA
species,Rothmannia capensis,NA
species,Schlegelia parasitica,NA
species,Kleinia fulgens,NA
species,Sparrmannia africana,NA
species,Stifftia chrysantha,NA
species,Telfairia occidentalis,NA
species,Thespesia acutiloba,NA
species,Uncarina peltata,NA
species,Wallenia laurifolia,NA
species,Wercklea ferox,NA
species,Conus amphiurgus,NA
species,Conus betulinus,NA
species,Conus figulinus,NA
species,Conus furvus,NA
species,Conus granulatus,NA
species,Tremoctopus gelatus,NA
genus,Phrynichus,NA
family,Brachioteuthidae,NA
species,Tylopsis continua,NA
species,Atya gabonensis,NA
species,Atyopsis moluccensis,NA
species,Vibrissea truncorum,NA
species,Caridina multidentata,NA
species,Prunus africana,NA
species,Diadumene neozelanica,NA
species,Aechmea tayoensis,NA
species,Alocasia sinuata,NA
species,Aloe sinkatana,NA
species,Aponogeton undulatus,NA
species,Costus villosissimus,NA
species,Kabuyea hostifolia,NA
species,Tolumnia variegata,NA
species,Typha capensis,NA
species,Mimathyma schrenckii,NA
species,Aloe humilis,NA
species,Magnolia obovata,NA
genus,Heterocapsa,NA
genus,Callidosoma,NA
genus,Salmonella,NA
species,Carpinus orientalis,introduced
species,Cereus hankeanus,NA
species,Consolea macracantha,NA
species,Consolea moniliformis,NA
species,Gymnocalycium horstii,NA
species,Gymnocalycium saglionis,NA
species,Loropetalum subcordatum,NA
species,Lovoa trichilioides,NA
species,Magnolia compressa,NA
species,Mora oleifera,NA
species,Nepenthes distillatoria,NA
species,Nymphoides hydrophylla,NA
species,Parodia ottonis,NA
species,Parodia schumanniana,NA
species,Peperomia albovittata,NA
species,Peperomia graveolens,NA
species,Pilosocereus arrabidae,NA
species,Pilosocereus lanuginosus,NA
species,Pilosocereus polygonus,NA
genus,Polyspora,NA
species,Praecereus saxicola,NA
species,Pterogyne nitens,NA
species,Rhipsalis pachyptera,NA
species,Rotala macrandra,NA
species,Selenicereus inermis,NA
species,Strophocactus wittii,NA
species,Tacinga subcylindrica,NA
species,Vitellaria paradoxa,NA
species,Nitella tenuissima,NA
species,Gobioclinus filamentosus,NA
species,Stathmonotus hemphillii,NA
species,Chaetoceros decipiens,NA
species,Peperomia retusa,NA
species,Trichoferus campestris,introduced
species,Pristiphora rufipes,NA
species,Disporum sessile,NA
genus,Ligaria,NA
species,Fragaria viridis,NA
species,Isotoma delta,NA
species,Arge similis,NA
species,Dosinia lupinus,NA
genus,Cerataulina,NA
species,Ptilosarcus gurneyi,NA
species,Conocephalus saltator,NA
genus,Copromyza,NA
species,Dorcadothrips cyperaceae,NA
species,Helicobia morionella,NA
species,Homoneura unguiculata,NA
species,Megastigmus transvaalensis,NA
species,Filipendula camtschatica,NA
species,Liacos erythrosoma,NA
species,Paulownia fortunei,NA
species,Elaeagnus macrophylla,NA
species,Nothofagus obliqua,NA
species,Syngnathus springeri,NA
species,Bittacus pilicornis,NA
hybrid,Erysimum × marshallii,NA
species,Heliconia subulata,NA
family,Criconematidae,NA
species,Aeromonas hydrophila,NA
genus,Eutrombidium,NA
species,Anastoechus barbatus,NA
subgenus,Lunatipula,NA
species,Ornithogalum arabicum,NA
species,Coenus delius,NA
species,Cerceris arenaria,NA
species,Oxyloma elegans,NA
species,Trachurus novaezelandiae,NA
species,Pachypodium decaryi,NA
species,Stauropus fagi,NA
species,Barronopsis floridensis,NA
species,Trichosanthes cucumeroides,NA
species,Mallotus japonicus,NA
species,Festuca valesiaca,NA
species,Deutzia gracilis,introduced
species,Cymbidium goeringii,NA
species,Graphisurus despectus,NA
species,Artemisia capillaris,NA
species,Tutelina harti,NA
species,Melanophila acuminata,NA
species,Sebastapistes cyanostigma,NA
species,Zanclognatha minoralis,NA
species,Psamatodes atrimacularia,NA
species,Eratoneura ardens,NA
species,Eratoneura basilaris,NA
genus,Schoenomyza,NA
species,Hoplitis truncata,NA
species,Endothenia montanana,NA
species,Cenopis niveana,NA
species,Coptodisca lucifluella,NA
species,Porphyrosela desmodiella,NA
species,Aroga argutiola,NA
species,Bactridium ephippigerum,NA
species,Aradus acutus,NA
species,Fulvius imbecilis,NA
genus,Labopidea,NA
species,Merocoris distinctus,NA
species,Monalocoris americanus,NA
species,Pentacora ligata,NA
genus,Physatocheila,NA
species,Plagiognathus obscurus,NA
species,Prepops rubellicollis,NA
genus,Slaterocoris,NA
subgenus,Schizolachnus,NA
complex,Scolops pungens,NA
species,Telamona tristis,NA
species,Uroleucon ambrosiae,NA
species,Honora mellinella,NA
genus,Glabellula,NA
species,Paravilla separata,NA
species,Hentziectypus globosus,NA
species,Anthaxia cyanella,NA
species,Anthaxia fisheri,NA
species,Phaenops aeneola,NA
species,Poecilonota thureura,NA
species,Polemius limbatus,NA
species,Philodes rectangulus,NA
species,Aegomorphus morrisi,NA
species,Asemum australe,NA
species,Eutrichillus biguttatus,NA
species,Euxestus erithacus,NA
species,Callosobruchus chinensis,NA
species,Mantura chrysanthemi,NA
species,Neolema cordata,NA
species,Bagous nebulosus,NA
species,Brachypera zoilus,introduced
species,Ceutorhynchus pallidactylus,NA
genus,Cleopomiarus,NA
genus,Coccotorus,NA
genus,Euhrychiopsis,NA
genus,Euwallacea,NA
species,Himatium errans,NA
species,Trogoderma simplex,native
species,Agriotes obscurus,NA
species,Drapetes exstriatus,NA
species,Enochrus fimbriatus,NA
species,Hypebaeus apicalis,NA
species,Hypebaeus bicolor,NA
species,Mordella hubbsi,NA
species,Mordellistena divisa,NA
genus,Amphotis,NA
genus,Pocadius,NA
species,Atanygnathus bicolor,NA
species,Euaesthetus mundulus,NA
species,Lordithon campbelli,NA
species,Pachnoda sinuata,NA
species,Dioedus punctatus,NA
genus,Pseudomedon,NA
species,Ptenothrix renateae,NA
species,Anopheles barberi,NA
species,Pseudochorthippus curtipennis,NA
species,Argyropelecus aculeatus,NA
species,Stomphia coccinea,NA
species,Bolocera tuediae,NA
species,Melosira nummuloides,NA
species,Woodwardia prolifera,NA
species,Hymenopus coronatus,NA
genus,Eimeria,NA
species,Heteropteryx dilatata,NA
species,Xerocomellus ripariellus,NA
species,Castilia perilla,NA
species,Paramordellaria carinata,NA
species,Hydra oligactis,NA
species,Sphaeropteris lepifera,introduced
species,Philaethria dido,NA
species,Meloidogyne incognita,NA
species,Callicarpa formosana,NA
species,Asparagus rubicundus,NA
species,Echinolittorina interrupta,NA
species,Rheumatobates clanis,NA
species,Rheumatobates minutus,NA
genus,Laurilia,NA
species,Parmelina tiliacea,NA
genus,Microporus,NA
species,Alyxoria varia,NA
species,Arthonia macrotheca,NA
species,Athallia holocarpa,NA
species,Baculifera curtisii,NA
species,Baculifera imshaugiana,NA
species,Bagliettoa calciseda,NA
species,Byssoloma absconditum,NA
species,Calopadia imshaugii,NA
species,Carbacanthographis marcescens,NA
species,Chapsa leprocarpa,NA
species,Chrysothrix insulizans,NA
species,Circinaria leprosescens,NA
genus,Collemopsidium,NA
species,Coniarthonia pyrrhula,NA
species,Cresponea flava,NA
species,Cryptothecia punctosorediata,NA
species,Dimidiographa longissima,NA
species,Distopyrenis submuriformis,NA
species,Enchylium conglomeratum,NA
species,Enchylium tenax,NA
species,Endocarpon pallidulum,NA
species,Enterographa bradleyana,NA
species,Enterographa subserialis,NA
species,Flavoplaca citrina,NA
species,Flavoplaca flavocitrina,NA
species,Glyphis atrofusca,NA
species,Graphis chlorotica,NA
species,Graphis crebra,NA
species,Graphis cupei,NA
species,Graphis furcata,NA
species,Graphis oshioi,NA
species,Graphis pyrrhocheiloides,NA
species,Graphis xylophaga,NA
species,Herpothallon hyposticticum,NA
species,Hypotrachyna minarum,NA
species,Labrocarpon canariense,NA
species,Lepraria aurescens,NA
species,Lepraria caesiella,NA
species,Lepraria hodkinsoniana,NA
species,Lepraria normandinoides,NA
species,Leucodecton glaucescens,NA
species,Malmidea granifera,NA
species,Malmidea piperis,NA
species,Mycoporum eschweileri,NA
species,Mycoporum sparsellum,NA
species,Ocellularia obturascens,NA
species,Opegrapha gyrophorica,NA
species,Phaeographis leiogrammodes,NA
species,Phaeographis scalpturata,NA
species,Platygramme pachnodes,NA
species,Platythecium grammitis,NA
species,Polycauliona candelaria,NA
species,Pyrenula quassiicola,NA
species,Fissurina leuconephela,NA
species,Tropaeolum peregrinum,NA
species,Ptecticus sackenii,NA
species,Parrotia persica,introduced
species,Senecio maritimus,NA
species,Trichomonas gallinae,NA
species,Gagea minima,NA
species,Epiblema infelix,NA
species,Aglaonema modestum,NA
genus,Forskalia,NA
species,Caloptilia belfragella,NA
species,Megasyrphus laxus,NA
genus,Rhyparida,NA
species,Climacosphenia moniligera,NA
species,Tibouchina aspera,NA
species,Notopleura capitata,NA
species,Broadleysaurus major,NA
subgenus,Pterelachisus,NA
species,Creontiades pallidus,NA
species,Aproaerema anthyllidella,NA
species,Anaxipha vernalis,NA
species,Ectoedemia similella,NA
species,Aceria cephalonea,introduced
species,Tupiocoris notatus,NA
species,Compsilura concinnata,NA
species,Sarcophaga africa,NA
genus,Phytomyptera,NA
species,Thyene imperialis,NA
genus,Goliathus,NA
species,Haplotaenium rectum,NA
species,Gonatozygon aculeatum,NA
species,Phacus tortus,NA
species,Lepocinclis ovum,NA
species,Contarinia verrucicola,NA
species,Desmodesmus serratus,NA
species,Citrus maderaspatana,NA
genus,Litophyton,NA
species,Sceliphron asiaticum,NA
species,Staurastrum hirsutum,NA
species,Aculops aenigma,NA
species,Hemiaulus hauckii,NA
species,Aloe chabaudii,NA
species,Lycus lateralis,NA
species,Panchlora exoleta,NA
species,Aloe thraskii,NA
species,Catharanthus ovalis,NA
genus,Phora,NA
species,Neotibicen pruinosus,NA
species,Neotibicen winnemanna,NA
species,Flatormenis saucia,NA
species,Aceria mackiei,NA
tribe,Voriini,NA
species,Eumenes mediterraneus,introduced
species,Nitzschia longissima,NA
species,Littorophiloscia vittata,NA
species,Lexias albopunctata,NA
species,Chrysopophthorus americanus,NA
genus,Glenodinium,NA
species,Diprion pini,NA
species,Nephrocytium agardhianum,NA
genus,Gloeotrichia,NA
species,Stephanopyxis palmeriana,NA
species,Protoperidinium oceanicum,NA
species,Cydia gallaesaliciana,NA
species,Elaeocarpus serratus,NA
species,Chrysiptera hemicyanea,NA
species,Penepissonotus bicolor,NA
species,Ideopsis gaura,NA
species,Lambis truncata,NA
species,Erastia salmonicolor,NA
species,Teilingia granulata,NA
species,Teilingia excavata,NA
species,Chrysodeixis subsidens,NA
species,Eugenia monticola,NA
species,Spondylosium planum,NA
species,Apophlaea lyallii,NA
species,Euglena sanguinea,NA
species,Phalium bandatum,NA
species,Ixora reducta,NA
species,Cosmos atrosanguineus,NA
species,Echinolittorina lineolata,NA
species,Todiramphus chloris,NA
species,Marmara opuntiella,NA
species,Falco rupicolus,NA
species,Falco tinnunculus,NA
species,Cosmarium taxichondrum,NA
species,Trypocopris vernalis,NA
genus,Favella,NA
genus,Ozobranchus,NA
species,Andricus quercusstrobilanus,NA
species,Dasineura communis,NA
species,Entomoneis ornata,NA
species,Staurodesmus brevispina,NA
species,Senecio crassissimus,NA
genus,Clausicella,NA
species,Cosmarium punctulatum,NA
species,Staurodesmus extensus,NA
species,Pharoscymnus flexibilis,introduced
species,Decadiomus bahamicus,NA
species,Rhododendron formosum,NA
species,Nectriopsis violacea,NA
species,Pentagramma bivittata,NA
species,Uncarina abbreviata,NA
genus,Astasia,NA
species,Trypanalebra maculata,NA
species,Kunzea baxteri,NA
species,Hoplistoscelis pallescens,NA
species,Macrosiagon dimidiata,NA
species,Staurastrum pachyrhynchum,NA
species,Euderces pini,NA
species,Navicula cryptotenella,NA
subgenus,Urostigma,NA
genus,Stictochironomus,NA
species,Nerthra spangleri,NA
species,Vasula melones,NA
species,Adaina simplicius,NA
species,Cortinarius subbalaustinus,NA
species,Euastrum insigne,NA
species,Idioglossa miraculosa,NA
genus,Dactylobiotus,NA
species,Actinoptychus senarius,NA
species,Zanthoxylum martinicense,NA
genus,Ranavirus,NA
species,Cydia deshaisiana,NA
genus,Leskia,NA
species,Handroanthus serratifolius,NA
species,Sacoglottis guianensis,NA
species,Eufallia seminivea,NA
genus,Atemelia,NA
species,Aloe distans,NA
order,Favositida,NA
species,Philodendron crassum,NA
species,Dracaena cambodiana,NA
species,Dilophus spinipes,NA
species,Ormia punctata,NA
species,Marasmius delectans,NA
species,Clavelina puertosecensis,NA
species,Euscirrhopterus poeyi,NA
species,Pandanus pancheri,NA
species,Phlegmariurus phlegmarioides,NA
species,Epactophanes richardi,NA
species,Clivinema villosum,NA
genus,Coptera,NA
species,Corticoris signatus,NA
species,Murex scolopax,NA
species,Bostaera balli,NA
genus,Aganacris,NA
genus,Skenea,NA
species,Lasiomerus annulatus,NA
species,Colus gracilis,NA
genus,Mangelia,NA
species,Catorhintha guttula,NA
species,Maxwellia gemma,NA
genus,Kunzeana,NA
species,Ancistrocerus albophaleratus,NA
species,Microvelia pygmaea,NA
species,Arhyssus nigristernum,NA
species,Helvella fibrosa,NA
species,Asparagus schoberioides,NA
species,Myrianida pachycera,NA
genus,Hoplocampa,NA
species,Entamoeba coli,NA
genus,Alonella,NA
species,Picripleuroxus denticulatus,NA
genus,Piscicola,NA
species,Ianiropsis serricaudis,introduced
species,Andrena pilipes,NA
species,Proboscia alata,NA
species,Miconia squamulosa,NA
species,Ganoderma sessiliforme,NA
species,Acalypha pendula,NA
species,Thalassiosira subtilis,NA
species,Xerocomellus mendocinensis,NA
family,Alycidae,NA
species,Bulbophyllum longiflorum,NA
species,Uramya indita,NA
species,Goya stictella,NA
species,Fontinalis squamosa,NA
species,Chaerophyllum aromaticum,NA
species,Atheniella adonis,NA
species,Diaea seminola,NA
species,Salix helvetica,NA
species,Chara contraria,NA
species,Hydra vulgaris,NA
species,Bassia prostrata,introduced
genus,Semomesia,NA
species,Bacteriastrum hyalinum,NA
species,Biddulphia alternans,NA
species,Agrocybe paludosa,NA
species,Staphylococcus aureus,NA
species,Hypena subidalis,NA
species,Agrosoma placetis,NA
species,Chirosia betuleti,NA
genus,Rhamma,NA
species,Pereute swainsoni,NA
species,Russula bicolor,NA
species,Rosa abietina,NA
species,Pachycerianthus solitarius,NA
species,Schizomussaenda henryi,NA
species,Beskia aelops,NA
genus,Cryptomeigenia,NA
species,Brachiacantha tau,NA
species,Nephus bivulnerus,NA
species,Nephus alyssae,NA
species,Diomus xanthaspis,NA
species,Hyperaspis pistillata,NA
species,Hyperaspis gemina,NA
species,Hyperaspis nigrosuturalis,NA
species,Stethorus utilis,NA
species,Chetogena omissa,NA
species,Nematobrycon palmeri,NA
species,Lumbrineris perkinsi,NA
species,Hydrocanthus atripennis,NA
species,Pterygoplichthys ambrosettii,introduced
species,Cymbidium ensifolium,introduced
species,Ardozyga nyctias,NA
genus,Sarcothalia,NA
species,Apodytes dimidiata,NA
species,Diodon nicthemerus,NA
species,Pasimachus punctulatus,NA
species,Gondwanocrypticus obsoletus,NA
species,Hibiscus splendens,NA
species,Eudicella gralli,NA
species,Chrysochus chinensis,NA
species,Alluaudia montagnacii,NA
